Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
30195,2003,04/28/2004,Ansonia,24 CASTLE LN,144400.0,230000.0,0.627826087,,,,,,
20792,2002,05/16/2003,Milford,513 POPES IS RD,105910.0,279900.0,0.378385138,,,,,,
211369,2021,08/10/2022,Danbury,92 HOSPITAL AV,174500.0,290000.0,0.6017,Residential,Single Family,,J11210,,POINT (-73.438712039 41.409285991)
50039,2005,10/27/2005,Waterford,50 RIDGEWOOD DR,142470.0,312000.0,0.456634615,,,25,,,
130327,2013,06/13/2014,Enfield,5 1/2 BRIDGE LA,168830.0,212000.0,0.796367925,Single Family,Single Family,25 - Other,ESTATE SALE,,
110418,2011,05/08/2012,New Haven,15 ROBIN LANE,162820.0,230000.0,0.707913043,Single Family,Single Family,,,,POINT (-72.97787 41.32583)
52024,2005,05/18/2006,Waterbury,1155 THOMASTON AVE,142950.0,275000.0,0.519818182,,,,,,
210054,2021,05/25/2022,Middlefield,157 BAILEYVILLE RD,330700.0,400000.0,0.8267,Residential,Two Family,25 - Other,CHANGE TO PROPERTY AFTER ASMT DATE,,POINT (-72.727362967 41.512711007)
160024,2016,01/30/2017,Kent,41 JENNINGS RD,576100.0,1037500.0,0.555277108,Single Family,Single Family,,"11/40/13 = 506,000 & 11/40/14 = 70,100",,
20034,2002,04/30/2003,Bolton,2 POND VW RD,172370.0,329900.0,0.522491664,,,,,,POINT (-72.45431 41.74276)
50054,2005,12/23/2005,Thompson,385 SAND DAM RD,138700.0,150000.0,0.924666667,,,25,,,
30780,2003,06/21/2004,Manchester,7 BYRON RD,70200.0,158000.0,0.444303797,,,,,,
900006,2009,10/30/2009,Harwinton,5 CATLIN RD,144810.0,220000.0,0.658227273,Single Family,Single Family,,,,
1500159,2015,01/29/2016,East Haven,8 BOXFORD ST,124260.0,100000.0,1.2426,Single Family,Single Family,14 - Foreclosure,,,
170022,2017,12/04/2017,North Branford,29 SKYLARK DR,222800.0,294000.0,0.7578,Single Family,Single Family,,,,
50335,2005,08/28/2006,Colchester,6 G WESTCHESTER HLS,47600.0,160000.0,0.2975,,,,,,
190487,2019,10/28/2019,Salem,585 NEW LONDON RD,133300.0,138060.0,0.9655,Single Family,Single Family,14 - Foreclosure,,,POINT (-72.2319 41.44571)
190177,2019,02/18/2020,Vernon,19 PARK ST,44805.0,159860.0,0.2803,Two Family,Two Family,09 - Tax,,,
140294,2014,12/02/2014,Stamford,70 DEER MEADOW LANE,925170.0,962500.0,0.961215584,Single Family,Single Family,,,,
150295,2015,02/19/2016,Bristol,318 EMMETT ST,146370.0,215000.0,0.680790698,Three Family,Three Family,,,,
20007,2020,10/02/2020,Waterford,8 WIEMES COURT,113120.0,187500.0,0.6033,Residential,Single Family,,,,
140223,2014,05/15/2015,Stonington,19 TIMBER RIDGE DR,244600.0,365000.0,0.670136986,Single Family,Single Family,,,,
190442,2019,08/20/2020,Simsbury,6 KINGS ROAD,139430.0,245000.0,0.5691,Single Family,Single Family,,,,
130368,2013,09/15/2014,Simsbury,34 ALDER ROAD,145040.0,227000.0,0.638942731,Single Family,Single Family,,,,POINT (-72.82059 41.89776)
20060,2002,10/07/2002,Stamford,2435 BEDFORD ST 20C,299460.0,522000.0,0.573678161,,,,,,
10088,2001,04/08/2002,Weston,2 NORDHOLM DR,507710.0,1100000.0,0.461554545,,,,,,
20689,2002,09/23/2003,Newington,53 WEBSTER CT,42560.0,100000.0,0.4256,,,,,,
40021,2004,10/19/2004,New Canaan,475 HOYT FARM RD,927400.0,1465000.0,0.633037543,,,,,,
10721,2001,02/28/2002,Stratford,225 REED ST,93080.0,110000.0,0.846181818,,,,,,
200639,2020,02/05/2021,Milford,21 GRANT ST,149450.0,285000.0,0.5243,Residential,Single Family,,,,
60968,2006,07/18/2007,Bristol,587 KING ST,81770.0,179000.0,0.456815642,Single Family,Single Family,,,,POINT (-72.92484 41.68394)
40335,2004,08/02/2005,Colchester,123 BULKELEY HL RD,140900.0,330000.0,0.426969697,,,25,,,
21081,2021,11/16/2021,Ridgefield,112 HIGH RIDGE AVE,1920500.0,2900000.0,0.6622,Residential,Single Family,,,,POINT (-73.502098002 41.277733991)
20060,2002,10/17/2002,Stratford,355 OVERLAND DR,139130.0,260000.0,0.535115385,,,,,,
8091,2008,12/22/2008,East Haven,43 PROSPECT PL EXT,141550.0,125000.0,1.1324,Single Family,Single Family,,,,
120119,2012,07/22/2013,Portland,22 GRANDVIEW TERRACE,142100.0,173000.0,0.821387283,Single Family,Single Family,,87100,,
200240,2020,06/21/2021,Colchester,172 WOODBINE RD,200800.0,375000.0,0.5354,Residential,Single Family,,,,POINT (-72.31685 41.52061)
16082,2016,11/22/2016,Farmington,7 FARNHAM WAY,886270.0,956500.0,0.926576059,Single Family,Single Family,,,,
16546,2016,05/30/2017,East Hartford,44 FARMSTEAD RD.,112390.0,181000.0,0.620939227,Single Family,Single Family,,,,
210213,2021,11/15/2021,West Hartford,106 BENTWOOD ROAD,206850.0,350000.0,0.591,Residential,Single Family,,,,POINT (-72.743319009 41.740749987)
31621,2003,07/27/2004,Danbury,81A PADANARAM RD,136400.0,305500.0,0.446481178,,,,,,POINT (-73.47481 41.42627)
30008,2003,11/18/2003,Middlefield,221 MAIN ST,136200.0,245000.0,0.555918367,,,,,,
150199,2015,05/16/2016,East Lyme,113 SPRING GLEN RD,170660.0,264900.0,0.644243111,Single Family,Single Family,25 - Other,ESTATE SALE,,
40220,2004,04/13/2005,East Lyme,8 N COBBLERS CT,94010.0,235000.0,0.400042553,,,,,,
160326,2016,06/16/2017,Windsor,215 MATIANUCK AVE,89180.0,110299.0,0.808529542,Single Family,Single Family,14 - Foreclosure,,,
40861,2004,01/12/2005,Stamford,44 STRAWBERRY HL AVE 2G,62090.0,227000.0,0.273524229,,,,,,POINT (-73.53356 41.06037)
30101,2003,06/28/2004,Goshen,3748 HALL MDW RD,69850.0,145000.0,0.481724138,,,7.0,,,
1800243,2018,11/20/2018,Stamford,102 HOBSON STREET,619750.0,760000.0,0.815460526,Single Family,Single Family,14 - Foreclosure,,SALE OF A FORECLOSED PROPERTY - SEE #1800093,POINT (-73.5196 41.02906)
40023,2004,10/18/2004,Brookfield,4 CLOVER CT,72580.0,477912.0,0.151868963,,,7.0,,,
180562,2018,06/11/2019,Torrington,22 SOUTH ST,89940.0,155000.0,0.5802,Two Family,Two Family,,,,
80583,2008,08/03/2009,Manchester,29 CYR DRIVE,65600.0,379000.0,0.173087071,Single Family,Single Family,07 - Change in Property,,,
10222,2001,05/28/2002,Clinton,21 IRONWORKS RD,97600.0,131500.0,0.742205323,,,,,,
18043,2018,10/16/2018,West Haven,270 NOBLE ST,78610.0,110000.0,0.7146,Single Family,Single Family,,,,
1900200,2019,07/10/2020,Wolcott,149 RANSOM HALL RD,108960.0,90000.0,1.2107,Single Family,Single Family,25 - Other,ESTATE SALE,,POINT (-72.95975 41.59279)
800342,2008,07/23/2009,Ansonia,21 N PROSPECT ST EXT,166800.0,197000.0,0.846700508,Single Family,Single Family,,,,
201457,2020,07/22/2021,Greenwich,4 FAIRGREEN LANE,2691360.0,3425000.0,0.78579854,Residential,Single Family,25 - Other,MULTI CONVEYANCES FOR SINGLE PARCEL,,POINT (-73.56866 41.02525)
21220,2021,03/30/2022,Watertown,148 PULLEN AVE,148400.0,182500.0,0.8131,Residential,Single Family,14 - Foreclosure,,,POINT (-73.087573998 41.57890298)
210962,2021,05/11/2022,Danbury,5-7 IVES ST,741700.0,600000.0,1.236166667,Commercial,,25 - Other,RATIO TOO HIGH / I14261,,POINT (-73.452630792 41.395911159)
60028,2006,10/31/2006,Oxford,1 WOOD RD,197440.0,312500.0,0.631808,Single Family,Single Family,,,,
160095,2016,11/16/2016,Torrington,96 RED MTN AVE,65770.0,28312.0,2.323043233,Single Family,Single Family,25 - Other,TTE DEED,,
10241,2001,06/03/2002,Plainfield,7 TOM AVE,65300.0,118000.0,0.553389831,,,,,,POINT (-71.89002 41.71619)
190820,2019,09/04/2020,Suffield,864 OVERHILL DR,138740.0,270000.0,0.5139,Single Family,Single Family,07 - Change in Property,FLIP; IMPROVED AFTER ASSESSMENT DATE,,
70564,2007,09/12/2008,Shelton,24 SPICEBUSH LN,503860.0,610000.0,0.826,Single Family,Single Family,,,,
90522,2009,06/14/2010,Fairfield,75 SOUTHPORT GREEN,835680.0,810000.0,1.031703704,Condo,Condo,14 - Foreclosure,FORECLOSED PROPERTY,,
200445,2020,06/11/2021,New Canaan,398 VALLEY RD,1154300.0,2250000.0,0.513,Residential,Single Family,,,,POINT (-73.47407 41.16973)
160886,2016,08/29/2017,Bristol,1469 FARMINGTON AVE UN 42,121800.0,195000.0,0.624615385,Condo,Condo,,,,
200382,2020,01/21/2021,New Haven,132 TOWNSEND AV,119910.0,125000.0,0.9592,Residential,Single Family,10 - A Will,,,POINT (-72.89354 41.26087)
30745,2003,03/15/2004,Hartford,109-111 WHITMORE ST,59640.0,140000.0,0.426,,,,,,POINT (-72.6818 41.74455)
15267,2015,07/01/2016,Darien,197 HOYT STREET,458850.0,625000.0,0.73416,Single Family,Single Family,,,,
12069,2012,12/18/2012,Darien,17 SUNSET ROAD,1061270.0,1580000.0,0.671689873,Single Family,Single Family,,,,
50407,2005,08/04/2006,Avon,12 RIVER VW,120050.0,240000.0,0.500208333,,,,,,
10110,2001,11/21/2001,Naugatuck,286 MAPLE HL RD,149180.0,255000.0,0.585019608,,,,,,
140670,2014,08/31/2015,Southington,50 KUHR DR,229460.0,377500.0,0.60784106,Single Family,Single Family,,,,POINT (-72.85185 41.60365)
10089,2001,06/21/2002,Willington,254 TURNPIKE RD,38430.0,80000.0,0.480375,,,,,,
41125,2004,04/29/2005,Hartford,192 BONNER ST,19110.0,68000.0,0.281029412,,,,,,
110160,2011,07/23/2012,Windham,4 WAYNE DR,20580.0,9000.0,2.286666667,Single Family,Single Family,14 - Foreclosure,,,
40144,2004,12/27/2004,Avon,427 WEST AVON RD,193390.0,485000.0,0.398742268,,,,,,
10131,2001,01/09/2002,Ridgefield,25 BOULDER HL LN,228760.0,560000.0,0.4085,,,,,,
210930,2021,02/08/2022,Bridgeport,250 NORTH BISHOP AVE UNIT #14,24400.0,60000.0,0.4066,Residential,Condo,,,,POINT (-73.155935962 41.196161979)
190255,2019,12/02/2019,Milford,620 WEST AVE,296280.0,625000.0,0.474,,,,,,
50042,2005,04/20/2006,Sharon,300 LOW RD,143500.0,274000.0,0.523722628,,,,,,
130124,2013,01/07/2014,Groton,6 PARK PL,1576540.0,2850000.0,0.55317193,Single Family,Single Family,,,,
130898,2013,05/29/2014,Waterbury,23 RIDGEWOOD ST,41430.0,25000.0,1.6572,Three Family,Three Family,14 - Foreclosure,,,POINT (-73.04756 41.56361)
13018,2013,11/19/2013,Marlborough,19 MILLSTONE DRIVE,187740.0,277000.0,0.677761733,Single Family,Single Family,,,,
200780,2020,09/22/2021,Trumbull,135 MERRIMAC DR,307020.0,725000.0,0.4234,Residential,Single Family,,,,
10500,2001,07/22/2002,Windsor,65 STONEHENGE DR,97160.0,182500.0,0.532383562,,,,,,
200404,2020,11/12/2020,Waterbury,19 PLAZA AVE,27390.0,90000.0,0.3043,Residential,Single Family,,,,
190260,2019,12/16/2019,Danbury,126 TRIANGLE ST #A-36,41700.0,86000.0,0.4849,Condo,Condo,,RATIO TOO LOW / J14264-36,,
150688,2015,06/07/2016,Ansonia,84 FRANKLIN ST,117600.0,177000.0,0.66440678,Single Family,Single Family,,,,POINT (-73.08829 41.34974)
190427,2019,03/11/2020,Meriden,1-12 NORTHWOOD PL,24850.0,49000.0,0.5071,Condo,Condo,,,,
80434,2008,06/25/2009,Milford,1070 NEW HAVEN AVE U73,112010.0,90000.0,1.244555556,Condo,Condo,14 - Foreclosure,,,
32203,2003,10/22/2003,New Haven,866 CONGRESS AVE,52290.0,125000.0,0.41832,,,,,,
110213,2011,02/28/2012,Bristol,68 SIGOURNEY ST,120960.0,120000.0,1.008,Single Family,Single Family,,,,
210435,2021,09/08/2022,New Canaan,59 DOUGLAS RD,594160.0,1100000.0,0.5401,Residential,Single Family,,,,POINT (-73.491276965 41.133940011)
60661,2006,09/26/2007,Newington,665 NEW BRITAIN AVE,1122870.0,1400000.0,0.80205,,,25 - Other,,,POINT (-72.75144 41.6726)
20230,2002,05/29/2003,Ellington,WEST RD,55230.0,120000.0,0.46025,,,,,,
60097,2006,01/02/2007,Seymour,76 SILVERMINE RD,94290.0,100000.0,0.9429,Single Family,Single Family,14 - Foreclosure,,,
220805,2022,06/30/2023,Milford,33 GROVE CIR,190170.0,350000.0,0.5433,Residential,Single Family,,,,POINT (-73.104761007 41.197427018)
1400247,2014,04/30/2015,East Haven,58 HUDSON ST,142270.0,192000.0,0.740989583,Single Family,Single Family,,,,POINT (-72.86698 41.28519)
30545,2003,04/19/2004,Manchester,226 HENRY ST,94900.0,195000.0,0.486666667,,,,,,POINT (-72.51308 41.78887)
180083,2018,06/18/2019,Thomaston,203 BRANCH RD 10E,92610.0,136500.0,0.6784,Condo,Condo,,,,
30116,2003,03/02/2004,Oxford,39 WILSON DR,104100.0,295000.0,0.352881356,,,,,,POINT (-73.10242 41.44106)
190309,2019,02/05/2020,Hamden,545 PINE ROCK AVE,94920.0,178000.0,0.5333,Single Family,Single Family,,,,
130009,2013,10/18/2013,Cromwell,19 FAWN RUN,289010.0,145000.0,1.993172414,Single Family,Single Family,07 - Change in Property,New Construction,,
111022,2011,04/30/2012,Stratford,1455 JAMES FARM RD,256690.0,325000.0,0.789815385,Single Family,Single Family,,,,
40049,2004,10/22/2004,Southbury,219 BATES ROCK RD,310910.0,595000.0,0.522537815,,,,,,
140062,2014,11/21/2014,Windsor,88 COLTON ST,92470.0,72000.0,1.284305556,Single Family,Single Family,15 - Government Agency,,,
101247,2010,09/28/2011,Stamford,28 POPPY LANE,399490.0,365000.0,1.094493151,Single Family,Single Family,,,,
70028,2007,06/18/2008,Chester,5 PINE KNOLL DR,305400.0,409000.0,0.746699267,Single Family,Single Family,25 - Other,SELLER NEEDED TO CLOSE QUICKLY & SOLD TO FRIEND,,POINT (-72.49844 41.39219)
220066,2022,11/03/2022,Wallingford,6 COOPER AVE,150100.0,265000.0,0.5664,Residential,Single Family,,,,POINT (-72.797157985 41.453641011)
11319,2011,06/01/2012,Glastonbury,196 BUTTONBALL LN,219900.0,311000.0,0.707073955,Single Family,Single Family,,,,
10510,2001,03/01/2002,Milford,25 CHARLES ST,56000.0,113000.0,0.495575221,,,,,,
130176,2013,07/16/2014,Ledyard,3 HILL ST,117250.0,48333.0,2.425878799,Single Family,Single Family,06 - Portion of Property,SEE PREVIOUS,,
180075,2018,01/02/2019,Plymouth,128 OLD WATERBURY RD,96440.0,47000.0,2.051914894,Single Family,Single Family,25 - Other,,BELOW MARKET - PURCHASE TO FLIP,
42605,2004,08/04/2005,Stamford,73 CODY DR,187600.0,662500.0,0.283169811,,,,,,
17653,2017,07/17/2018,East Hartford,95 ANITA DR.,130900.0,120000.0,1.0908,Single Family,Single Family,25 - Other,seller to asst'd living,,
10091,2010,03/14/2011,Bloomfield,3 SPY GLASS CIRCLE,384370.0,392500.0,0.979286624,Single Family,Single Family,14 - Foreclosure,,,
19037,2019,10/22/2019,Newtown,3 OX HILL ROAD,284000.0,648972.0,0.4376,Single Family,Single Family,,,,
40597,2004,09/16/2005,New London,21 ROGERS ST,122990.0,247900.0,0.496127471,,,,,,
60065,2006,11/20/2006,Guilford,7 HARRISON RD,90360.0,208600.0,0.433173538,Single Family,Single Family,,,,
800267,2008,03/18/2009,East Hartford,615 OAK STREET,136170.0,187500.0,0.72624,Single Family,Single Family,,,,
41429,2004,06/16/2005,Danbury,19 FAITHS LN,194700.0,402000.0,0.484328358,,,,,,
170105,2017,07/20/2018,Killingworth,38 WOLF HOLLOW LANE,247760.0,372500.0,0.6651,Single Family,Single Family,,,,
160020,2016,10/24/2016,Old Saybrook,21 HOMESTEAD ST,171100.0,145000.0,1.18,Single Family,Single Family,18 - In Lieu Of Foreclosure,FLIP/RATIO,,
60141,2006,02/22/2007,Waterford,16 LINDROS LN,107290.0,225000.0,0.476844444,Single Family,Single Family,,,,
160143,2016,11/14/2016,Stratford,104 SHEPPARD ST,181580.0,237000.0,0.766160338,Single Family,Single Family,,,,
40507,2004,03/15/2005,Norwich,150 YANTIC ST UT 143,33000.0,75000.0,0.44,,,,,,
10832,2010,04/19/2011,Bridgeport,32 PLEASANT STREET,113840.0,113000.0,1.007433628,Two Family,Two Family,07 - Change in Property,PER MLS NEWLY RENOVATED - GRANTOR BOUGHT FROM BANK AND FLIPPED,,
30186,2003,12/31/2003,Southbury,247 VALLEY STRM LN,168380.0,504900.0,0.333491781,,,7.0,,,
11462,2001,07/16/2002,Norwalk,11 HIGHLAND AVE,353150.0,797500.0,0.442821317,,,,,,
161087,2016,05/05/2017,Stamford,236 WEST BROAD STREET,240920.0,1525000.0,0.157980328,Single Family,Single Family,16 - Charitable Group,MULTIPLE PARCEL SALE FROM EXEMPT ENTITY,,
90451,2009,04/19/2010,Norwalk,37 GLENROCK C37,254450.0,295000.0,0.862542373,Condo,Condo,,,,POINT (-73.43006 41.14781)
160846,2016,07/13/2017,Danbury,5 NABBY RD #A-40,31400.0,61000.0,0.514754098,Condo,Condo,,L08018-40,,
70080,2007,12/14/2007,Wethersfield,91 HARDING ST,107500.0,70455.0,1.525796608,Single Family,Single Family,08 - Part Interest,,,
50736,2005,03/01/2006,Norwalk,1 WALTER AVE,71750.0,170000.0,0.422058824,,,,,,
50353,2005,12/27/2005,New Britain,138 BLAKE RD,80430.0,72500.0,1.10937931,,,8,,,
30605,2003,01/15/2004,Danbury,36 MILL PLN RD 208,57300.0,85000.0,0.674117647,,,,,,POINT (-73.53755 41.388)
140021,2014,10/16/2014,New Canaan,61 JUNIPER ROAD,744240.0,994000.0,0.748732394,Single Family,Single Family,25 - Other,This was a short sale,,
130069,2013,11/18/2013,Branford,27 SEVENTH AVE,194000.0,308000.0,0.62987013,Single Family,Single Family,,,,POINT (-72.79099 41.26396)
210388,2021,07/21/2022,Simsbury,7 GRIMES BROOK PLACE,174070.0,390000.0,0.4463,Residential,Single Family,,,,POINT (-72.818443995 41.891739998)
40384,2004,09/14/2005,Plainville,22 ROSELEAH AVE,65420.0,175000.0,0.373828571,,,,,,POINT (-72.87278 41.66294)
80191,2008,12/15/2008,New Haven,88 LAWNCREST RD,149590.0,105000.0,1.424666667,Single Family,Single Family,01 - Family,,,
50348,2005,12/20/2005,Milford,125 MIDWOOD RD,118230.0,328000.0,0.360457317,,,,,,
30835,2003,07/13/2004,East Hartford,78 BURNBROOK RD,90950.0,180000.0,0.505277778,,,,,,
70165,2007,12/27/2007,Groton,43 D ST,21630.0,10000.0,2.163,Single Family,Single Family,22 - Money and Personal Property,MOBILE HOME,,
20151,2002,11/04/2002,Hartford,47-49 BUDWELL ST,56350.0,138000.0,0.408333333,,,,,,POINT (-72.67409 41.73899)
110347,2011,06/21/2012,Middletown,69 SONOMA LA,239970.0,320000.0,0.74990625,Condo,Condo,,,,
160094,2016,11/08/2016,Greenwich,92 GREENWICH HILLS 92,601370.0,748000.0,0.803970588,Condo,Condo,07 - Change in Property,property changes picked up by assessor after sale,,
210473,2021,01/04/2022,Danbury,106 CAROL ST,121200.0,250500.0,0.4838,Residential,Single Family,,H22087,,POINT (-73.457450035 41.352508991)
140024,2014,01/13/2015,Salisbury,17 SPRUCE DR,947300.0,1295000.0,0.731505792,Single Family,Single Family,,,,
120255,2012,09/13/2013,Rocky Hill,110 SUNSET RIDGE,204330.0,290000.0,0.704586207,Single Family,Single Family,,,,
15068,2015,12/15/2015,Watertown,895 BUNKER HILL RD,144700.0,185000.0,0.782162162,Single Family,Single Family,,,,
200044,2020,10/13/2020,Meriden,75 LIVE OAK LA,135660.0,215000.0,0.6309,Residential,Single Family,,,,POINT (-72.7912 41.52723)
20983,2002,09/25/2003,East Hartford,92 LANGFORD LN,229890.0,325000.0,0.707353846,,,,,,
31113,2003,09/27/2004,Middletown,811 WESTFIELD ST,124170.0,213000.0,0.582957746,,,,,,
40686,2004,06/06/2005,Torrington,616 MIGEON AVE UT 12,21300.0,64000.0,0.3328125,,,,,,
211466,2021,04/29/2022,Bridgeport,420 BEECHWOOD AVE,164393.0,425000.0,0.386807059,Residential,Single Family,,,,POINT (-73.21200201 41.178622009)
10011,2001,10/16/2001,Brooklyn,285 SOUTH ST,71640.0,118900.0,0.602523129,,,,,,
211467,2021,08/31/2022,Danbury,55 CROSS ST B5,107400.0,285000.0,0.3768,Residential,Condo,,K13133-14,,POINT (-73.428082025 41.397567001)
120504,2012,05/21/2013,West Hartford,60 CASSANDRA BOULEVARD UNIT 10,179060.0,272000.0,0.658308824,Condo,Condo,,,,
50125,2005,07/21/2006,Bethany,51 RALPH RD,215130.0,422500.0,0.509183432,,,,,,
150008,2015,10/05/2015,Cromwell,5 SCHOOL STREET,134580.0,210000.0,0.640857143,Single Family,Single Family,,,,
40329,2004,05/23/2005,Wethersfield,101 MAPLESIDE DR,102000.0,152000.0,0.671052632,,,,,,
130964,2013,09/11/2014,Danbury,6 ROSE LANE #3-17,91100.0,138000.0,0.660144928,Condo,Condo,,I09212-17,,
20023,2002,10/29/2002,Brooklyn,73 CHRISTIAN HL RD,165790.0,293909.0,0.564086163,,,,,,
80095,2008,05/22/2009,Clinton,19 FOX HILL DR,246000.0,344000.0,0.715116279,Single Family,Single Family,,,,
22055,2022,07/05/2023,Ashford,119 HOWARD RD,160090.0,345000.0,0.464,Residential,Single Family,,,,POINT (-72.209699979 41.835966982)
90063,2009,12/21/2009,East Lyme,11 HARVEST GLEN,104020.0,140000.0,0.743,,,,,,
175593,2017,02/23/2018,West Haven,425 MELOY RD,24500.0,50000.0,0.49,,,,,,
160010,2016,10/19/2016,Wolcott,71 LAUREL LN,101150.0,180000.0,0.561944444,Single Family,Single Family,07 - Change in Property,FLIP,,
80259,2008,02/17/2009,New Britain,30 CONNECTICUT AVE,146020.0,73500.0,1.986666667,Two Family,Two Family,08 - Part Interest,,,
140609,2014,06/08/2015,Killingly,199 HARTFORD PIKE,95340.0,208000.0,0.458365385,Single Family,Single Family,,,,
40353,2004,04/22/2005,Trumbull,1809 HUNTINGTON TPKE,191600.0,470000.0,0.407659574,,,6,,,POINT (-73.16176 41.24327)
800088,2008,11/25/2008,Enfield,4 LONG HOLLOW RD,243460.0,262350.0,0.927996951,Single Family,Single Family,01 - Family,,,
13398,2013,05/28/2014,East Hartford,170 MONROE ST.,106950.0,189000.0,0.565873016,Single Family,Single Family,,,,
110914,2011,06/13/2012,Meriden,79 DRAPER AVE,106820.0,121500.0,0.879176955,Single Family,Single Family,,,,POINT (-72.8072 41.51912)
190575,2019,07/28/2020,Wallingford,26 TREMPER DR,108900.0,218800.0,0.4977,Single Family,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,
60221,2006,12/07/2006,Stratford,125 WARNER HL UT 116,97300.0,193000.0,0.504145078,Condo,Condo,,,,
120095,2012,03/14/2013,Ellington,21 STANDISH RD,254660.0,335000.0,0.760179104,Single Family,Single Family,,,,
11195,2001,08/02/2002,Milford,20 JAMES ST,77700.0,145000.0,0.535862069,,,,,,
31598,2003,07/23/2004,Danbury,9 BROAD ST,121700.0,235000.0,0.51787234,,,,,,POINT (-73.42563 41.40452)
150138,2015,03/14/2016,East Lyme,63 SCOTT RD,179410.0,125000.0,1.43528,Single Family,Single Family,18 - In Lieu Of Foreclosure,,,
140251,2014,08/17/2015,Old Saybrook,509 MAIN ST UNIT 2,146600.0,178000.0,0.823595506,Condo,Condo,16 - Charitable Group,AFFORDABLE HOUSING,,
13309,2013,12/03/2013,Stamford,594 SCOFIELDTOWN ROAD,348530.0,520000.0,0.67025,Single Family,Single Family,,,,
30532,2003,09/01/2004,Killingly,103 FRANKLIN ST,82100.0,179000.0,0.458659218,,,,,,
50333,2005,11/30/2005,New Haven,63 WRIGHT AVE,73010.0,150000.0,0.486733333,,,,,,
140470,2014,06/25/2015,Meriden,10 PHEASANT DR,106820.0,132000.0,0.809242424,Single Family,Single Family,,,,
